,S_p,nu_p,alpha_thin,alpha_thick,RA_gleam,Dec_gleam
816,6.6874747,138.0,-0.7934585,1.3196094,204.40714,-18.194132
819,3.180836,119.0,-0.72663826,1.0049692,205.52736,-12.427369
820,2.4222608,534.0,-0.062124006,0.6726313,206.46472,-30.250872
821,0.6504729,545.0,-0.17236903,0.47148284,206.5667,-22.053297
822,0.39551094,221.0,-0.6442422,0.5405529,207.06528,-17.130306
823,0.56190944,299.0,-0.8537226,0.60870564,207.19751,-25.08582
824,0.37526459,457.0,-0.6369024,0.31596953,207.34857,-10.3076
828,3.7778516,550.0,-0.40818745,0.21797985,208.23595,11.118691
829,0.73463666,139.0,-0.64684033,2.22555,209.34317,2.4827805
830,3.9272194,336.0,-0.80734193,1.0119188,209.47491,0.7756809
831,0.42901254,323.0,-0.9535013,0.2641558,210.04597,-15.688274
832,0.33636793,251.0,-0.88001245,1.1648545,210.90036,-3.8319674
833,0.39346474,234.0,-0.63464344,1.0474365,211.20335,-7.718834
834,0.557051,294.0,-0.5825605,1.7359989,211.79799,-8.6579
835,0.39792132,304.0,-1.7202193,2.271956,212.14635,12.408379
836,0.54919636,188.0,-1.2380329,0.32094786,212.32712,11.08682
837,0.62453425,369.0,-1.3836128,0.31724235,212.49208,-34.66139
838,0.7476742,367.0,-1.1862566,0.77870953,212.83632,-11.003071
839,0.8269806,129.0,-0.5803015,2.4267163,212.9863,6.0842314
840,0.6198681,133.0,-0.3271615,1.6086487,213.31293,-3.2075536
841,4.9939585,103.0,-0.7607462,2.108218,213.39647,-20.343674
842,1.732253,100.0,-1.0716261,0.32711238,213.76683,-9.918075
843,1.1608762,679.0,-0.23939481,0.609708,213.95486,-7.135137
844,2.5159523,371.0,-0.9763732,1.393567,213.9967,13.340277
845,2.8096435,149.0,-0.9910194,1.6127331,214.3192,-27.302448
846,0.29049978,200.0,-1.0528817,1.1342701,214.53589,-11.346767
847,1.1116122,117.0,-0.4888578,1.6822857,214.68442,-26.365322
848,0.37790573,195.0,-0.69226617,1.5601441,214.98361,-5.735895
849,0.891023,135.0,-0.67254555,0.09153391,215.20654,4.4639916
850,2.3282623,108.0,-0.5162421,0.45896026,215.87692,11.997987
852,1.1669382,389.0,-1.1864256,1.0318853,217.18732,-42.35258
853,1.28587,774.0,-0.06551936,0.5915036,217.26707,2.861941
855,1.1220574,112.0,-0.4374755,0.06012571,217.44054,-21.951935
856,0.28205124,214.0,-0.6804617,0.9644977,218.63466,-3.9111433
857,1.5671339,105.0,-0.78925353,0.18871798,218.81172,-27.233994
859,0.69349116,264.0,-0.79769766,1.2235866,221.0207,20.589783
860,3.1695564,160.0,-0.45131955,2.6,222.06288,-16.340218
861,1.0231335,133.0,-0.43610197,2.2252514,222.24324,2.8374064
862,0.2499823,294.0,-1.3915862,0.4308535,223.34387,-17.28084
863,1.5516982,350.0,-0.5793715,0.6274245,223.5098,-34.01454
864,0.99234724,485.0,-1.792633,1.2793118,223.74898,-24.9695
865,3.7787373,251.0,-0.784948,1.3417504,224.27664,-36.083305
866,5.4401,370.0,-0.8311051,1.0622435,225.39442,-39.310596
867,1.058251,303.0,-1.5521907,0.49756816,225.41116,13.413495
868,0.7128358,157.0,-1.329308,0.69751513,225.72742,-32.541374
870,0.3105449,206.0,-0.9322018,1.0375748,226.27896,2.4925566
872,3.7163618,122.0,-0.8053234,2.4733167,226.58298,9.582356
873,2.859865,128.0,-0.9029794,2.633866,227.31447,14.104342
874,2.086675,111.0,-0.4070739,1.1845493,227.67393,-24.865961
875,1.8593172,291.0,-0.066476256,3.8504195,228.41661,23.64085
876,0.22541259,295.0,-0.7092776,2.317126,228.41464,-11.907646
877,0.6348646,210.0,-1.5036865,0.74626154,228.48099,-18.018734
880,0.36956355,517.0,-1.7433074,0.9253106,229.31546,-5.451025
882,2.0448143,610.0,-0.6636251,0.37923005,229.6343,11.313252
883,0.9081451,291.0,-0.99850947,0.41096738,229.64993,10.536336
884,0.7253588,401.0,-0.82990706,0.67647165,229.93782,-11.862384
886,1.6361283,138.0,-1.3420717,0.12711136,230.44261,-19.341381
887,1.2314433,117.0,-0.76520556,2.541839,231.20738,-35.84504
888,4.9406443,107.0,-0.8467561,0.6981985,231.30183,-19.04734
890,5.510294,112.0,-0.4506086,3.1970341,231.45383,3.1403267
891,1.7432821,134.0,-0.91663325,1.5613637,231.50568,7.2569766
892,0.43277612,348.0,-0.39824563,1.2180642,231.67262,-10.848369
893,0.58576626,421.0,-0.66029924,1.1853848,232.51309,-16.802479
894,1.59228,123.0,-0.44572935,2.5667436,232.61848,5.9204025
895,0.5623593,400.0,-1.154138,1.2982087,233.20839,22.692574
896,0.42231596,395.0,-0.5665911,1.719563,233.48392,6.8822565
897,0.21958047,240.0,-0.3938567,1.4341898,234.62337,-19.855368
898,0.7677764,133.0,-0.79371196,2.0928435,234.89188,-75.78466
899,0.88583547,190.0,-1.0747596,1.6796094,235.12848,-9.679265
901,1.1351047,402.0,-1.0407991,0.7405521,235.91264,-27.548046
902,1.8845463,272.0,-0.56025213,1.730041,236.30817,-5.4806786
903,1.1676152,684.0,-0.3172941,0.3738543,236.35722,0.41305184
904,0.96424866,586.0,-0.029510649,0.8443825,236.42854,-40.98621
905,2.1486752,132.0,-0.6710994,1.4318321,237.03712,8.144183
906,0.7448197,141.0,-0.7892157,3.2438107,237.2194,13.349718
907,0.8999318,403.0,-1.6358633,0.7233012,238.34259,-68.9746
908,2.9307904,138.0,-0.55557954,0.77333313,239.05824,-6.3758845
909,0.8904954,256.0,-1.1904982,0.5214726,239.41066,10.209623
910,1.7639331,188.0,-1.3663638,1.2080985,239.50223,-11.706424
911,0.95015675,303.0,-0.7113073,0.51347476,239.75995,-35.518387
912,0.5501436,187.0,-0.30780646,2.0584295,239.85434,16.409336
914,1.2515082,102.0,-0.4644403,2.698702,240.54619,2.0864954
915,1.2946703,180.0,-0.7714622,0.47790024,240.95253,-1.6503628
916,0.8429074,457.0,-1.1929904,0.8478921,242.70439,-1.2290344
917,0.44700652,452.0,-0.48660073,0.29093796,242.7147,12.835997
918,0.8679231,150.0,-0.4168705,3.8046522,243.13458,-17.42579
919,0.5107169,456.0,-1.9826941,0.49353367,243.21489,-1.9277409
921,1.1410767,249.0,-0.42182532,2.2298,244.1784,-35.160107
922,0.300971,499.0,-0.32778388,0.42190057,244.33588,-25.623314
923,0.99065495,265.0,-1.0327152,0.7770012,244.78102,-9.664606
925,0.54867274,523.0,-0.43850055,0.7907307,245.05946,10.603318
926,1.2120192,407.0,-0.024693996,0.34491923,246.0775,-68.154045
927,0.7159758,176.0,-0.49330026,1.5600682,247.66925,9.397491
928,0.49066755,524.0,-0.20809494,0.64637643,247.80417,-17.234596
930,1.1386346,129.0,-0.5978273,0.086573884,248.41568,-73.36913
931,5.9406466,124.0,-1.5236504,0.041987184,248.70793,-22.368969
932,0.5964868,133.0,-1.5813051,0.6164937,249.4384,-19.521782
933,2.5142899,205.0,-0.98731804,0.7626473,249.64899,-12.048935
934,0.64174443,380.0,-2.63882,0.22523548,250.13142,-76.73653
935,4.2277775,112.0,-0.32612336,2.4542682,250.20026,12.33357
936,0.78243166,221.0,-0.826961,0.5965206,250.43771,-64.567856
937,0.8291651,534.0,-0.89247316,0.86759275,250.95001,-8.417505
938,1.0491459,470.0,-1.3434509,1.8440869,251.45125,-12.173151
939,2.2990253,103.0,-0.847764,0.7178918,251.52687,-75.70415
940,3.3475096,144.0,-0.21528694,2.9957933,251.87779,-10.7381
941,3.6303263,314.0,-0.7738213,0.43268594,251.92401,17.335655
943,0.6222975,215.0,-1.1387879,1.898034,253.58282,13.848083
944,0.98700315,115.0,-1.0263447,3.0334413,253.89108,17.585463
945,0.71207607,474.0,-0.46418765,0.7932725,255.30746,-19.153114
946,2.0437362,351.0,-1.4059244,0.93797475,255.48378,0.99553734
947,1.3724192,524.0,-0.16322689,0.7427763,255.85147,14.504289
948,0.7737473,114.0,-0.6606709,2.8440528,256.47485,-13.527626
949,1.5343543,273.0,-0.8566842,0.5221966,257.45374,6.752411
950,1.2897618,134.0,-0.8220595,0.9025278,258.1087,-16.481842
951,0.8723171,254.0,-0.39712137,1.2002885,258.39612,-2.9848015
952,1.3260366,757.0,-0.23438452,0.5701076,258.82132,6.219782
953,0.5153842,231.0,-0.9266434,1.365972,260.11957,-63.969143
954,0.37583545,243.0,-1.6452652,2.950534,261.6518,-16.302711
955,0.6146861,330.0,-1.073474,0.6036105,262.0426,-67.522026
957,0.6392431,235.0,-0.8533389,0.7303724,263.42004,-79.59991
958,1.6527063,309.0,-0.879235,1.4821125,263.56857,-64.35758
960,1.463201,664.0,-0.3667923,0.30798423,271.74042,15.722868
961,2.0451398,126.0,-1.2820086,1.8260458,272.40567,19.240114
962,0.62621206,191.0,-0.59368366,2.372646,273.24533,-74.993256
963,0.8553983,276.0,-1.1760813,0.7488991,273.6746,6.20511
964,36.910973,153.0,-0.4859366,1.4605652,274.8974,-63.762897
965,4.454087,102.0,-0.8918152,1.5853465,275.8806,-70.93445
966,1.080133,308.0,-0.20052779,2.3704617,276.57455,18.531248
967,30.726812,166.0,-0.899041,0.9786721,277.7471,-36.04145
968,1.1375622,182.0,-0.62204134,1.5742716,280.8525,-40.881805
969,1.2981397,150.0,-0.79393375,2.188694,284.1357,-49.16536
970,4.059767,192.0,-0.38324282,2.1812859,284.9939,-66.250854
971,1.0,125.0,-0.6357574,2.4468288,285.27234,-74.49118
972,1.7588109,119.0,-0.3994067,1.0038383,285.71634,-77.751884
973,0.8183815,298.0,-1.0093096,0.8673292,286.05338,-41.418167
974,0.9854854,213.0,-0.7326789,1.099545,286.15918,-72.8312
975,1.213875,281.0,-0.4046729,2.1106071,287.33868,-55.974403
976,0.54502624,235.0,-1.1074035,0.31249732,288.1126,-44.925686
978,1.9298873,116.0,-0.506044,1.4457912,288.46246,-46.623123
979,3.242392,103.0,-0.50544494,1.9295785,288.68848,-55.987915
980,1.05401,123.0,-0.61837626,0.004230458,289.5463,-9.516738
982,1.690521,127.0,-0.9741287,1.1481533,290.68124,-32.904877
983,1.2859815,172.0,-1.0842735,0.19066654,291.3797,-9.024843
986,1.8285847,141.0,-0.7344331,2.4101334,292.3298,-53.837337
987,0.50373113,394.0,-1.311939,0.38012287,292.39835,-34.4612
988,3.3164198,112.0,-0.5931643,4.0668917,292.9508,-36.11599
989,1.6624477,104.0,-0.9866196,0.06266991,293.05432,-4.5106564
990,0.8130092,325.0,-0.43681052,1.9107437,293.9893,-43.25083
991,0.3437842,312.0,-0.9383297,1.4173919,294.09616,-9.7353115
994,2.7167728,101.0,-0.7762902,2.400763,294.92923,-20.559374
995,0.9534942,432.0,-1.2549701,1.5972542,295.22968,-33.126698
996,1.0950541,143.0,-0.38596803,2.10885,295.2768,-67.52072
997,0.6769749,540.0,-0.35033256,0.3347784,295.65494,-16.509443
998,0.94770664,453.0,-1.9116614,1.6278167,296.11,-18.655334
999,1.2853254,185.0,-0.78628093,2.2041852,296.91656,-15.821177
1000,0.47537813,289.0,-1.4237307,0.9988474,298.15512,-14.420707
1001,1.0742588,427.0,-0.9156813,1.9942118,298.25876,-20.60816
1002,0.48802692,148.0,-0.7464778,2.812002,298.63855,-42.015236
1003,0.46054876,254.0,-1.0953343,0.23177889,298.81708,-2.9349513
1004,0.99447435,183.0,-1.0865731,1.4958721,299.9349,-14.865372
1005,0.39197338,206.0,-0.5688542,1.9725282,300.06876,5.3694105
1006,0.2364109,210.0,-0.33470842,1.0732628,300.09866,-14.158095
1007,0.9,106.0,1.5689205,0.041352656,300.45563,-9.762594
1008,3.7045553,106.0,-1.1871746,0.42523867,300.53647,-29.4601
1009,0.4816927,217.0,-0.67647725,1.07047,300.6798,-34.553684
1010,1.1505299,168.0,-1.1935687,0.58889204,300.83835,-27.30601
1011,1.414664,110.0,-0.70883805,1.0148107,300.9323,-71.40049
1012,6.16827,103.0,-0.43995872,3.7087579,301.53687,-2.3924062
1014,0.32497638,298.0,-1.0033683,2.1155381,302.1567,-32.158745
1015,1.0534544,671.0,-0.39213267,0.43407023,302.28168,-4.6467214
1016,1.1759152,139.0,-0.76511836,2.3074703,304.0139,-46.583958
1017,0.4278471,360.0,-1.605524,0.9081566,304.02042,-38.677498
1018,0.49780354,268.0,-1.172081,0.24746618,304.11258,-33.343765
1019,0.49914697,503.0,-0.12643799,0.3059077,304.97708,-37.47707
1020,1.2788155,285.0,-0.37760448,0.77724206,305.2572,-61.415615
1021,0.4045463,475.0,-1.1374419,0.97355783,305.45825,-36.291843
1022,2.772178,670.0,-0.032137737,1.3756346,305.57584,-20.116575
1023,1.2373465,192.0,-0.77693164,0.5809231,306.22144,-38.084667
1024,0.6176753,407.0,-1.0367833,0.50654614,306.41144,-24.552816
1026,2.9734082,153.0,-0.87531185,0.6849592,306.7419,17.335268
1027,1.8685454,284.0,-0.6041639,1.1328839,308.5253,-41.963795
1028,0.32997957,176.0,-0.40839624,1.172795,309.08878,-72.073654
1029,0.8574362,403.0,-0.9668951,0.83159435,309.3063,-0.18159643
1032,0.53016907,129.0,-1.0806789,1.2364469,310.67148,-36.54256
1033,0.9437503,132.0,-0.2102362,2.572714,310.80972,-51.070942
1034,0.69113433,147.0,-0.5711852,3.3078978,311.16327,-18.480556
1035,3.1837368,106.0,-1.1149768,0.38808265,311.62015,-4.846019
1036,2.1703892,102.0,-0.41679502,1.5193145,312.05484,-66.82057
1037,3.6136913,200.0,-1.0243568,1.1296682,312.17142,-25.450006
1038,1.6742628,110.0,-0.8942142,0.82294494,312.59146,-8.179689
1039,0.19449534,167.0,-0.587515,1.051478,312.72076,-22.523567
1040,0.16327375,230.0,-0.36147004,2.3993933,312.72116,-23.878584
1041,0.5043359,136.0,-0.55761975,2.1884406,312.88925,-17.598896
1042,0.77399504,467.0,-0.4712831,1.2576268,313.44226,6.4134307
1043,0.33773854,260.0,-1.0575974,0.27195886,313.4456,-26.529272
1044,1.0061759,314.0,-0.5547524,1.7437239,313.61465,-33.92311
1045,0.43784112,352.0,-0.5025815,2.5271838,314.2278,-38.95462
1046,1.0207199,123.0,-0.4207033,1.6388252,314.24573,-41.007347
1047,2.6762414,241.0,-0.69353014,0.9269627,314.6212,5.7237606
1048,0.7794553,426.0,-0.5928164,0.9118908,314.92245,-36.764885
1049,0.52907676,258.0,-1.0849693,1.5113323,315.31555,-63.90059
1050,1.4737581,272.0,-0.23194163,2.6691883,316.51584,-71.371635
1051,1.8249567,137.0,-0.9856472,1.1750072,317.00748,14.53634
1052,0.9106281,256.0,-1.1299464,0.49789834,317.1026,-14.994691
1053,0.55181766,420.0,-0.6943241,0.5685865,317.12164,-21.026484
1054,0.41524395,206.0,-0.2563143,2.2445457,317.7705,-48.92092
1055,0.6602248,401.0,-1.2030383,0.72944087,318.87897,-7.7294927
1056,2.5593777,214.0,-1.0707985,0.3448815,319.09366,-52.786465
1057,0.26114842,231.0,-0.13913584,2.0301588,319.24335,6.742051
1058,1.1590208,160.0,-0.6956706,4.1,319.95654,-34.660004
1059,0.3145018,478.0,-0.36912447,0.972844,320.0815,-27.606312
1060,0.91443646,357.0,-0.45175457,1.1822485,320.10883,-51.047527
1061,0.40515968,273.0,-1.0986083,0.1634369,320.24573,-34.05758
1062,2.2442515,143.0,-1.0126536,0.22738491,320.5322,-16.696444
1064,0.943899,263.0,-1.5929009,0.3786313,320.88034,-29.862799
1065,1.7532952,340.0,-0.6694398,0.70938975,320.91232,-1.2091246
1067,0.53665155,123.0,-0.8386973,1.045748,321.42212,-31.888912
1068,0.52128035,387.0,-1.1151586,0.385457,321.43243,-10.110656
1069,0.5525873,186.0,-0.67958057,1.4108862,321.43387,-60.79181
1070,0.56312495,289.0,-0.9410228,0.54464525,321.47937,-29.151634
1071,1.0927851,384.0,-0.8990711,2.1209736,321.97394,9.758283
1074,0.8840034,110.0,-0.39506063,5.0,322.60184,-43.80532
1078,0.6093999,117.0,-1.0909097,0.9018978,324.27087,-4.209387
1079,11.625123,117.0,-0.7176487,0.45060635,324.45844,-20.709461
1081,2.7819974,149.0,-0.5934291,0.23138055,324.50464,-46.777218
1082,0.24122383,307.0,-1.449348,0.31778336,324.88687,-40.015823
1083,0.7967957,121.0,-1.1830555,1.0762397,324.99286,-12.091002
1084,0.41595218,469.0,-0.21724816,0.41687167,325.029,-30.197823
1085,0.24754514,286.0,-1.1728809,0.6641872,325.13586,-21.666126
1086,3.2587056,174.0,-0.57652056,1.2973772,325.19922,14.634087
1087,0.46441835,161.0,-0.6455048,1.0306907,325.31134,-36.53982
1088,1.3103977,153.0,-1.1495042,0.48794472,325.48337,-11.708631
1089,0.53379995,157.0,-0.72798216,0.2979656,325.5075,-19.233322
1090,0.6540077,422.0,-0.25157574,0.59372836,326.08813,-41.44362
1091,0.25169486,237.0,-0.93629104,0.47063574,326.1827,-22.89596
1092,0.4695782,180.0,-0.5294741,2.078891,326.82278,-43.24521
1093,0.8492195,127.0,-0.79428446,0.44778162,326.9629,-31.584515
1094,1.8713298,220.0,-1.4512947,0.705907,327.14526,4.3625603
1095,0.46807146,276.0,-0.62820894,1.7518631,327.27188,-56.017437
1096,6.349976,190.0,-0.614616,1.0660616,327.59888,14.827724
1098,2.264751,106.0,-0.9100584,1.4446589,327.8445,-45.931816
1099,0.7588868,129.0,-1.2604514,1.5636972,328.20694,-34.56659
1100,1.2683196,286.0,-0.97719264,0.84441483,328.38223,-34.759174
1101,0.27280176,217.0,-1.6014894,1.0200899,328.6426,-38.62927
1102,0.552788,204.0,-0.37147102,1.0429688,328.6541,-41.14808
1103,0.73712856,375.0,-0.7114552,1.2614968,328.84982,-36.61339
1104,0.79528546,121.0,-0.7026695,1.5869763,329.15842,-56.905613
1106,2.2295272,438.0,-0.6311841,1.5766062,329.3719,-18.117136
1107,0.25256953,290.0,-0.16667193,3.3377225,329.89212,-43.210037
1108,1.6952808,175.0,-1.0160323,0.4323223,330.0535,-62.057125
1109,1.3008928,109.0,-0.91223466,0.05255104,330.55383,-12.046947
1110,0.41018435,472.0,-0.2992784,1.1053975,330.56754,-4.65605
1111,0.23544782,336.0,-0.6237062,1.9469439,330.5725,-20.295135
1113,1.9613947,158.0,-0.9578709,0.19411781,331.87122,-9.06969
1115,1.0418984,303.0,-0.21409887,0.18646318,332.2445,-68.10519
1117,1.4762735,279.0,-0.71022946,0.6261394,333.56976,-42.951458
1118,3.453597,211.0,-0.60064626,0.50242543,333.66132,-38.596165
1119,0.32944402,152.0,-1.8013057,0.018664965,333.713,-39.790833
1120,0.8002508,105.0,-1.1045588,0.9557359,333.90298,-48.317184
1121,1.0908939,328.0,-0.7116664,0.91343963,333.93958,-66.152565
1122,5.035123,164.0,-0.66498274,0.682012,334.23145,-45.362362
1123,0.2565655,201.0,-0.6475694,1.797009,334.46466,-12.281396
1124,0.8801683,146.0,-1.1653384,0.9026904,334.84576,-45.642548
1125,0.3042118,286.0,-0.6993222,0.50488436,334.88235,-20.804905
1126,9.298115,134.0,-0.88339335,0.8883391,334.92728,-27.940725
1127,2.7270267,124.0,-0.39937517,2.1916337,335.1569,-24.899218
1128,0.44140908,472.0,-1.9759685,0.759469,335.32614,-18.972488
1129,0.4246251,125.0,-0.6497744,0.01212219,335.9522,-30.95713
1130,0.4916535,130.0,-0.37902644,2.3629172,336.16928,-51.31013
1131,0.5102855,174.0,-1.23419,0.786354,336.27692,-7.5185466
1132,1.3748304,171.0,-1.0411793,0.94457585,336.93042,-27.084272
1133,12.01539,125.0,-1.125238,0.32900104,337.4451,-38.399624
1135,0.4663828,442.0,-0.13354017,0.46196795,338.10187,-61.884964
1136,1.4615432,219.0,-0.73568743,0.98560804,338.51205,-17.982162
1137,0.23492439,385.0,-1.8234737,0.6731521,338.79245,-49.905792
1139,0.3238289,196.0,-1.0310719,0.5892291,339.23532,-40.132477
1140,0.2910808,218.0,-1.2083424,0.8884834,339.33102,-77.34258
1142,1.8312856,166.0,-0.9278877,0.66886634,339.5921,-13.873672
1143,1.4198283,151.0,-0.7332142,2.2463892,339.89157,-45.23731
1144,1.3129929,119.0,-0.84443396,0.75624156,340.16824,-16.267754
1145,0.76501966,436.0,-1.568482,0.52082103,340.69852,-0.32707873
1146,0.75524515,390.0,-0.9873998,1.0955005,341.0356,-20.455376
1148,0.47652173,168.0,-0.6860591,1.704558,341.79507,-45.81135
1149,0.9954189,186.0,-0.6448964,0.47902194,342.00055,-5.687208
1150,0.7851852,255.0,-1.1825567,0.9244493,342.4459,-0.9468065
1151,3.0371099,157.0,-0.6840273,1.131035,342.72385,-12.081085
1152,0.40555546,186.0,-1.0622339,1.4399486,342.79538,-22.65998
1153,0.91060764,124.0,-0.34918198,0.06081782,342.88058,-18.802063
1154,0.3447648,186.0,-0.5899153,0.9325817,343.21066,-21.126583
1155,0.28503647,336.0,-0.29742607,0.20412417,343.2504,-31.357166
1156,0.40553874,160.0,-1.0092099,0.8713786,343.34775,-15.273932
1157,1.103637,177.0,-0.96951586,0.40241978,343.6306,-21.793434
1158,0.4246895,456.0,-0.020434335,0.72922826,344.0782,-53.109653
1159,0.4149297,397.0,-0.29189882,1.4538915,344.1721,-20.194712
1161,0.36298427,203.0,-0.4367495,1.3515393,344.4742,-18.08808
1162,0.49707085,123.0,-0.89803225,2.144788,344.64633,-37.910156
1166,1.0801474,108.0,-0.47220275,0.017525345,346.16525,-19.658556
1167,0.3849803,118.0,-1.0702169,1.5758331,346.32358,-27.968834
1168,0.43948555,453.0,-0.5740622,0.51319236,346.94806,-29.581799
1169,0.25542966,216.0,-0.57875335,1.8886464,347.15036,-17.350069
1170,0.5285835,366.0,-0.9402124,0.55381066,347.70047,-6.598092
1172,3.8615034,206.0,-1.0699358,0.4734776,347.82086,-10.647175
1173,0.59790146,135.0,-0.89244205,0.4723554,347.96725,-13.810498
1174,1.2395587,456.0,-1.4004107,1.1247852,348.1341,-13.450907
1175,3.5027282,158.0,-0.3592889,1.6135644,348.2329,-41.448666
1176,2.8733716,260.0,-0.40214947,0.8805794,348.36185,-53.722073
1177,0.27314183,368.0,-0.68126565,0.92941993,348.89273,-67.00165
1178,0.38987955,245.0,-0.3807517,2.4974263,349.47726,-71.451866
1179,2.1597512,101.0,-0.24878135,1.0650241,349.5409,-40.535057
1180,0.8923026,203.0,-1.0108811,0.7804044,350.0158,-9.691196
1181,1.0701836,148.0,-0.461088,2.1457865,350.28253,-52.93412
1182,0.40090293,212.0,-0.915706,1.208688,350.35632,-37.975674
1183,0.96079326,158.0,-0.5090969,0.06197877,350.8178,-26.667536
1184,0.36566296,253.0,-0.8589682,0.71428144,350.9309,-33.83958
1186,0.24306701,303.0,-0.5780488,1.2896813,351.26727,-39.160553
1187,0.17730653,344.0,-1.1181158,0.670594,351.57977,-31.990065
1188,2.7811716,100.0,-0.5308655,1.2826471,351.66986,-68.676414
1189,0.35400963,316.0,-0.31499526,2.2407408,352.32358,-54.22195
1191,0.27142993,245.0,-0.6398679,0.7747651,352.53506,-27.14501
1192,0.92501014,149.0,-0.59558743,1.333857,352.82187,-16.013626
1193,0.6884163,101.0,-1.3357896,0.87383235,352.99237,-46.175842
1194,4.8714833,112.0,-0.93783534,0.63443536,353.4309,-30.964752
1195,0.32187995,300.0,-1.7941192,2.7229629,353.63184,-58.94365
1197,0.63510925,147.0,-0.3342903,3.7335055,353.75882,-77.544876
1198,0.80292374,564.0,-0.25910455,0.28749692,353.81888,-61.690746
1199,0.46784827,247.0,-1.599162,0.4093883,354.11346,-32.72132
1200,0.34589815,491.0,-0.36756265,0.17666978,354.2016,-8.018591
1201,0.7536581,245.0,-0.28005078,1.6784934,354.33908,-50.555923
1202,3.4298344,228.0,-1.0587331,0.2042514,354.94476,-6.067637
1203,0.27473214,183.0,-0.39637867,3.6628366,355.43082,-61.381294
1204,2.2738192,176.0,-1.419581,0.6052951,355.80215,-48.11646
1205,0.52568024,331.0,-0.6524586,0.6136807,355.8727,-13.854761
1206,0.35147983,214.0,-0.9031673,0.3513627,356.65604,-52.90778
1208,1.3451399,100.0,-0.7544714,0.96692824,357.64456,-4.363861
1209,0.2525186,408.0,-0.9651146,0.5660695,357.6667,-26.673798
1210,0.7317276,191.0,-0.6038286,0.9054573,357.7697,-45.634064
1211,1.0195284,181.0,-0.5355796,2.0388007,357.81924,-60.32928
1212,1.0834877,361.0,-0.88126034,0.9425642,358.1058,-33.275215
1214,0.43023157,134.0,-0.78658926,0.6005249,358.9952,-25.983948
1215,0.20548876,240.0,-0.7629686,0.54387325,359.03958,-28.443752
1216,1.8026646,121.0,-1.0030946,0.24865411,359.1957,-8.596706
1217,0.43593943,297.0,-1.4708856,1.248129,359.4772,-39.02649
1218,0.42652237,253.0,-0.71251947,1.636564,359.49243,-66.93077
1219,0.28044108,207.0,-0.5465343,0.9772998,359.65704,-50.273453
1220,0.6931974,260.0,-0.69703865,0.8502359,359.7595,-8.366734
1221,0.23288284,393.0,-0.54954344,0.54875684,359.98352,-52.704414
